<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Bar Harbor Bankshares,BHB,20260109,32.2,32.29,31.52,31.76,57400
Bluerock Homes Trust Inc,BHM,20260109,10.21,10.21,9.99,10,3700
Dbx USD High Yield Bb-B Ex Financials ETF,BHYB,20260109,54.75,54.75,54.72,54.7362,300
Inspire 100 ETF,BIBL,20260109,46.48,46.98,46.48,46.83,46500
Blackrock International Dividend ETF,BIDD,20260109,29.39,29.52,29.36,29.51,31700
Yieldmax Target 12 Big 50 Option Income ETF,BIGY,20260109,52.6,52.8,52.53,52.72,11100
BBG 1-3 Month T-Bill SPDR ETF,BIL,20260109,91.47,91.48,91.47,91.47,7776600
Macquarie Global Listed Infrastructure ETF,BILD,20260109,28.33,28.33,28.33,28.33,100
BBG 3-12 Month T-Bill SPDR ETF,BILS,20260109,99.32,99.32,99.3,99.3,541100
Ishares Infrastructure Active ETF,BILT,20260109,25.96,25.99,25.93,25.93,1800
Pimco Ultra Short Government Active ETF,BILZ,20260109,100.86,100.86,100.85,100.86,334200
Blackrock Flexible Income ETF,BINC,20260109,52.93,52.955,52.919,52.94,1823300
Bluemonte Global Equity ETF,BINT,20260109,29.1501,29.2487,29.09,29.23,72700
Brandes International ETF,BINV,20260109,41.34,41.4299,41.18,41.38,52400
Bitwise Bitcoin ETF,BITB,20260109,49.2,49.98,48.758,49,2398900
Bitwise Bitcoin Strategy Optimum Roll ETF,BITC,20260109,36.64,37.13,36.45,36.51,3400
Proshares Short Bitcoin Strategy -1X ETF,BITI,20260109,22.38,22.57,22.01,22.46,1287200
Tuttle Capital Ibit 0Dte Covered Call ETF,BITK,20260109,16.14,16.2887,16.0419,16.05,2600
Proshares Bitcoin Strategy ETF,BITO,20260109,12.57,12.7757,12.45,12.52,59797000
Bitwise Crypto Industry Innovators ETF,BITQ,20260109,22.62,22.97,22.325,22.54,70400
Proshares Ultra Bitcoin ETF,BITU,20260109,23.45,24.215,23.04,23.28,4453400
Bitwise 10 Crypto Index Fund,BITW.OB,20260109,61.48,62.55,61.15,61.21,42400
Volatility 2X Bitcoin Strategy ETF,BITX,20260109,29.51,30.48,28.975,29.25,8054300
Amplify Bitcoin 2% Monthly Option Income ETF,BITY,20260109,40.74,41.2,40.57,40.57,4600
Interm Term Bond ETF Vanguard,BIV,20260109,77.88,78.0285,77.815,77.96,2577200
Vaneck Bdc Income ETF,BIZD,20260109,14.42,14.51,14.32,14.34,1179400
Innovator U.S. Equity Buffer ETF Jan,BJAN,20260109,55.5899,55.76,55.4147,55.7,99900
Innovator U.S. Equity Buffer ETF Jul,BJUL,20260109,51.07,51.2459,51.07,51.2459,8700
Innovator U.S. Equity Buffer ETF Jun,BJUN,20260109,47,47.1304,47,47.1304,4100
BNY Mellon Core Bond ETF,BKAG,20260109,42.44,42.5531,42.44,42.54,92400
BNY Mellon Concentrated Growth ETF,BKCG,20260109,37.33,37.47,37.26,37.43,4400
BNY Concentrated International ETF,BKCI,20260109,53.07,53.3,53.0014,53.2799,3700
BNY Mellon Dynamic Value ETF,BKDV,20260109,29.84,30.05,29.81,30.02,169800
BNY Mellon Emerging Markets Equity ETF,BKEM,20260109,77.68,78.1432,77.68,78.1432,1800
BRIC Ishares MSCI ETF,BKF,20260109,44.43,44.76,44.43,44.715,11600
BNY Mellon Global Infrastructure Income ETF,BKGI,20260109,40.68,41,40.64,40.65,611600
BNY Mellon High Yield Beta ETF,BKHY,20260109,48.26,48.34,48.26,48.29,35000
BNY Mellon International Equity ETF,BKIE,20260109,94.55,95.11,94.55,95.105,40100
BNY Mellon US Large Cap Core Equity ETF,BKLC,20260109,132.45,133.27,132.15,133.08,101900
Senior Loan Invesco ETF,BKLN,20260109,21.05,21.06,21.03,21.06,12662700
BNY Mellon US Mid Cap Core Equity ETF,BKMC,20260109,114.75,115.0089,114.7301,114.8713,10800
T-Rex 2X Long Bkng Daily Target ETF,BKNU,20260109,22.52,22.9523,22.37,22.95,2900
BNY Mellon US Small Cap Core Equity ETF,BKSE,20260109,119.162,119.162,118.9191,118.9191,1000
Bk Technologies Inc,BKTI,20260109,77.11,78.82,76.66,78.12,19200
BNY Mellon Ultra-Short Income ETF,BKUI,20260109,49.79,49.79,49.78,49.785,7100
Blackrock Large Cap Value ETF,BLCV,20260109,38.37,38.52,38.35,38.48,18700
Cambria Global Real Estate ETF,BLDG,20260109,25,25.0797,24.9863,24.9863,2500
Inspire Global Hope Large Cap ETF,BLES,20260109,44.26,44.509,44.235,44.49,8700
Bluemonte Large Cap Growth ETF,BLGR,20260109,29.46,29.845,29.46,29.62,86100
Invesco Galaxy Blockchain Users and Decentralize,BLKC,20260109,25.47,25.47,25.3,25.329,3400
Amplify Transformational Data Sharing ETF,BLOK,20260109,62.27,62.86,61.38,61.75,228100
Nicholas Crypto Income ETF,BLOX,20260109,19.12,19.45,18.845,18.97,246800
Bluemonte Short Term Bond ETF,BLST,20260109,25.27,25.27,25.23,25.26,34800
Tradr 2X Long Blsh Daily ETF,BLSX,20260109,12.25,12.25,11.55,11.62,3500
Bluemonte Long Term Bond ETF,BLTD,20260109,25.55,25.58,25.545,25.58,36100
Bluemonte Large Cap Core ETF,BLUC,20260109,28.95,29.1,28.95,29.0668,62200
Bluemonte Diversified Income ETF,BLUI,20260109,25.445,25.45,25.4282,25.45,70500
Bluemonte Dynamic Total Market ETF,BLUX,20260109,29.013,29.08,28.84,29.0415,104800
Long Term Bond Index ETF Vanguard,BLV,20260109,69.61,70.05,69.49,69.99,1021500
Innovator U.S. Equity Buffer ETF Mar,BMAR,20260109,53.38,53.5175,53.38,53.5096,2000
Innovator U.S. Equity Buffer ETF May,BMAY,20260109,44.98,45.085,44.98,45.085,8100
Blackrock Future Health ETF,BMED,20260109,31.225,31.225,31.14,31.1473,1000
Bitmine Immersion Technologies Inc,BMNR,20260109,30.6,31.68,29.61,30.06,37670300
T-Rex 2X Long Bmnr Daily Target ETF,BMNU,20260109,5.82,6.21,5.42,5.61,34811600
DeFiance Daily Target 2X Short Bmnr ETF,BMNZ,20260109,16.68,17.78,15.69,17.27,2953100
Invesco Bloomberg Mvp Multi-Factor ETF,BMVP,20260109,50.2,50.2,50.07,50.1528,1200
Flexshares Core Select Bond Fund,BNDC,20260109,22.41,22.4398,22.39,22.4162,5300
Quadratic Deflation ETF,BNDD,20260109,96.48,97.21,96.47,96.66,38300
Neos Enhanced Income Aggregate Bond ETF,BNDI,20260109,47.64,47.74,47.609,47.73,16300
Infrastructure Capital Bond Income ETF,BNDS,20260109,50.56,50.73,50.56,50.695,13700
Horizon Core Bond ETF,BNDY,20260109,25.87,25.87,25.82,25.83,9200
S-Network Streaming and Gaming ETF FT,BNGE,20260109,37.4504,37.46,37.41,37.445,2800
U.S. Big Banks -3 Inverse Leveraged Etns,BNKD,20260109,9.07,9.1619,9.07,9.1619,100
U.S. Big Banks 3 Leveraged Etns,BNKU,20260109,37.68,37.84,36.89,37.08,23500
US Brent Oil,BNO,20260109,29.32,29.745,29.31,29.32,770300
Innovator U.S. Equity Buffer ETF Nov,BNOV,20260109,44.89,45.05,44.7601,44.99,3600
Sonicshares Global Shipping ETF,BOAT,20260109,33.29,33.5,33.07,33.23,10800
Core16 Best of Breed Premier Index ETF,BOBP,20260109,26.8,26.906,26.8,26.906,200
Innovator U.S. Equity Buffer ETF Oct,BOCT,20260109,49.82,50.0201,49.82,49.9913,12600
Ultra Bloomberg Natural Gas 2X ETF,BOIL,20260109,16.79,17.1,15.72,15.73,23105200
Innovator Ibd Breakout Opportunities ETF,BOUT,20260109,37.8,38.29,37.8,38.2461,500
Alpha Architect Aggregate Bond ETF,BOXA,20260109,105.55,105.8063,105.4601,105.7035,7300
Alpha Architect 1-3 Month Box ETF,BOXX,20260109,115.25,115.27,115.23,115.26,1996400
Blackrock Future Financial and Technology ETF,BPAY,20260109,28.42,28.42,28.0106,28.2046,900
BP Plc Adrhedged ETF,BPH,20260109,53.415,53.5099,53.36,53.3611,400
Grayscale Bitcoin Premium Income ETF,BPI,20260109,31.105,31.1411,31.05,31.1411,2100
Boqii Holding Cl A,BQ,20260109,2.05,2.105,2.01,2.05,153400
GX Brazil Active ETF,BRAZ,20260109,28.3939,28.3939,28.3939,28.3939,100
Blue Ridge Bankshare,BRBS,20260109,4.35,4.38,4.26,4.26,127000
Vaneck Brazil Smallcap ETF,BRF,20260109,17,17,16.8901,16.9294,6200
Brillia Inc Cl A,BRIA,20260109,1.78,1.7846,1.72,1.72,6600
Fis Bright Portfolios Focused Equity ETF,BRIF,20260109,30.36,30.42,30.2874,30.2874,3200
Yieldmax Brk.B Option Income Strategy ETF,BRKC,20260109,44.64,44.736,44.58,44.7227,7700
Roundhill Brkb Weeklypay ETF,BRKW,20260109,44.09,44.1002,43.78,44.05,7000
Blackrock Floating Rate Loan ETF,BRLN,20260109,51.64,51.8229,51.6129,51.655,5600
Barnwell Industries,BRN,20260109,1.14,1.16,1.08,1.1043,85600
Brazil Bull 2X ETF Direxion,BRZU,20260109,86.17,87.64,86.06,86.0612,16500
Innovator U.S. Equity Buffer ETF Sep,BSEP,20260109,49.61,49.85,49.61,49.817,6200
Brandes U.S. Small-Mid Cap Value ETF,BSMC,20260109,36.2211,36.2469,35.9759,36.16,7100
Bitwise Solana Staking ETF,BSOL,20260109,18.23,18.605,17.82,17.93,786000
Beacon Selective Risk ETF,BSR,20260109,30.0303,30.0303,30.0303,30.0303,100
Innovator Buffer Step-Up Strategy ETF,BSTP,20260109,37.4312,37.5705,37.4312,37.5705,2300
Short-Term Bond ETF Vanguard,BSV,20260109,78.8,78.85,78.78,78.79,2375100
US Anti-Beta Fund Mkt Neutral Quantshares,BTAL,20260109,13.91,13.97,13.8525,13.86,423500
Grayscale Bitcoin Mini Trust ETF,BTC,20260109,40.05,40.7,39.71,39.94,2048600
Grayscale Bitcoin Covered Call ETF,BTCC,20260109,22.24,22.27,22.051,22.14,11000
Neos Bitcoin High Income ETF,BTCI,20260109,45.33,45.9,45,45.27,494600
T-Rex 2X Long Bitcoin Daily Target ETF,BTCL,20260109,31.26,31.75,30.2954,30.61,65400
Invesco Galaxy Bitcoin ETF,BTCO,20260109,90.15,91.52,89.49,89.84,53500
Wisdomtree Bitcoin Fund,BTCW,20260109,95.44,97.21,95.44,95.55,13800
T-Rex 2X Inverse Bitcoin Daily Target ETF,BTCZ,20260109,3.9,3.9678,3.77,3.91,21680800
Monarch America Inc,BTFL.OB,20260109,26.6,28.64,24.6901,25.1172,30600
B2Gold Corp,BTG,20260109,4.53,4.63,4.5,4.57,26044300
Bitwise Bitcoin and Ether EW Strategy ETF,BTOP,20260109,28.58,28.97,28.5283,28.5283,800
Total USD Fixed Income Market ETF,BTOT,20260109,50.245,50.245,50.245,50.245,100
Beacon Tactical Risk ETF,BTR,20260109,26.0077,26.0077,26.0077,26.0077,100
GX Bitcoin Trend Strategy ETF,BTRN,20260109,27.73,27.84,27.6392,27.6392,5300
Simplify Stable Income ETF,BUCK,20260109,23.7,23.7733,23.7,23.755,94400
,BUDA,20260109,7.87,8.54,6.85,8.15,65700
Innovator Laddered Allocation Buffer ETF,BUFB,20260109,36.8,37.01,36.8,36.9,13200
FT Vest Laddered Deep Buffer ETF,BUFD,20260109,28.4,28.4592,28.37,28.45,270700
Innovator Laddered Allocation Power Buffer ETF,BUFF,20260109,50.26,50.305,50.0901,50.27,53600
FT Vest Buffered Allocation Growth ETF,BUFG,20260109,27.72,27.85,27.72,27.8,35700
FT Vest Laddered Max Buffer ETF,BUFH,20260109,20.89,20.95,20.86,20.9,216100
PGIM Laddered S&P 500 Buffer 12 ETF,BUFP,20260109,30.28,30.37,30.27,30.35,14100
FT Vest Laddered Nasdaq Buffer ETF,BUFQ,20260109,36.03,36.18,35.8801,36.16,132200
FT Vest Laddered Buffer ETF,BUFR,20260109,34.5,34.58,34.45,34.55,1011500
FT Vest Laddered Small Cap Moderate Buffer ETF,BUFS,20260109,23.32,23.36,23.2976,23.35,10700
FT Vest Buffered Allocation Defensive ETF,BUFT,20260109,24.65,24.6788,24.64,24.6752,10500
FT Vest Laddered Enhance & Mod Buffer ETF,BUFX,20260109,21.3072,21.3451,21.3072,21.3451,3600
FT Vest Laddered Intl Moderate Buffer ETF,BUFY,20260109,22.49,22.53,22.445,22.52,34400
FT Vest Laddered Moderate Buffer ETF,BUFZ,20260109,26.65,26.71,26.626,26.69,111200
Pacer US Cash Cows Growth ETF,BUL,20260109,57.14,57.35,57.04,57.22,6900
T-Rex 2X Long Bull Daily Target ETF,BULU,20260109,6.6,6.82,6.5,6.655,17000
Microsectors Fang & Innovation 3X ETN,BULZ,20260109,260.39,278.5463,258.55,277.03,536500
Nuburu Inc,BURU,20260109,0.2028,0.2028,0.1901,0.1911,14317500
Brandes U.S. Value ETF,BUSA,20260109,37.96,38.1114,37.8701,37.89,22200
Kraneshares Man Buyout Beta Index ETF,BUYO,20260109,28.95,28.99,28.95,28.9595,1500
Northern IV Main Buywrite ETF,BUYW,20260109,14.39,14.39,14.3301,14.36,168800
Franklin Disruptive Commerce ETF,BUYZ,20260109,40.9,40.981,40.84,40.981,5900
Vaneck Social Sentiment ETF,BUZZ,20260109,34.66,35.26,34.5,34.82,141800
Bluemonte Large Cap Value ETF,BVAL,20260109,28.52,28.69,28.52,28.64,58500
Bitwise Web3 ETF,BWEB,20260109,74.7556,74.7556,74.34,74.3751,400
Breakwave Tanker Shipping ETF,BWET,20260109,27.5,27.5,26.0001,26.55,17700
Bitwise Dogecoin ETF,BWOW,20260109,22.89,23.25,22.89,22.9732,600
Brendan Wood Topgun Index ETF,BWTG,20260109,39.97,39.97,39.925,39.937,2000
BBG International Treasury Bond SPDR ETF,BWX,20260109,22.4,22.44,22.35,22.39,330300
BBG Short Term Intl Treasury Bond SPDR ETF,BWZ,20260109,27.21,27.29,27.1872,27.29,42600
Yield Optimized Bond Ishares ETF,BYLD,20260109,22.83,22.88,22.8265,22.88,27000
Principal Real Estate ETF,BYRE,20260109,24.7322,24.7322,24.6963,24.6963,1000
Ultrashort MSCI Brazil Capped -2X ETF,BZQ,20260109,14.04,14.17,13.97,14.17,6100
FT Commercial Mortgage Opp ETF,CAAA,20260109,20.55,20.57,20.5362,20.5422,2400
Congress Intermediate Bond ETF,CAFX,20260109,24.99,25.04,24.99,25.025,1073300
Calamos Autocallable Income ETF,CAIE,20260109,27.17,27.27,27.01,27.25,443400
Pacer US Small Cap Cash Cows 100 ETF,CALF,20260109,46.04,46.3396,45.63,45.97,2970600
Ab California Intermediate Municipal ETF,CAM,20260109,25.18,25.21,25.17,25.2,186100
Congress Large Cap Growth ETF,CAML,20260109,38.64,38.74,38.61,38.64,15500
Inner Circle Fund Cambiar Aggressive Value ETF,CAMX,20260109,32.98,33.0191,32.98,33.0191,200
Teucrium Sugar,CANE,20260109,9.66,9.7063,9.65,9.6739,17700
Can-Fite Biopharma Ltd ADR,CANF,20260109,4.4,4.4,4.14,4.14,40200
Alpha Architect Tail Risk ETF,CAOS,20260109,89.98,90.2296,89.9198,90.2001,33000
Doubleline Shiller Cape U.S. Equities ETF,CAPE,20260109,32.6089,32.72,32.5674,32.616,22000
Montreal Max Auto Industry -3X ETN,CARD,20260109,2.36,2.42,2.3351,2.3351,15600
Inner Circle Castleark Large Growth ETF,CARK,20260109,44.6494,44.6494,44.6494,44.6494,100
Montreal Max Auto Industry 3X ETN,CARU,20260109,35.4752,35.4752,35.4752,35.4752,100
Simplify China A Shares Plus Income ETF,CAS,20260109,26.48,26.589,26.48,26.589,700
American Century California Municipal Bond ETF,CATF,20260109,50.35,50.5,50.27,50.315,13300
Perspective Therapeutics Inc,CATX,20260109,2.81,2.955,2.65,2.84,1881400
Clough Hedged Equity ETF,CBLS,20260109,28.76,28.94,28.76,28.8691,14200
Calamos Bitcoin Alt ETF April,CBOA,20260109,25.95,25.96,25.9425,25.9425,1700
CBOE Global Markets Inc,CBOE,20260109,260.77,262.71,259.63,260.95,807800
Calamos Bitcoin Structured Alt Protection ETF JA,CBOJ,20260109,24.05,24.0767,24.03,24.04,22400
Calamos Bitcoin Structured Alt Protection ETF,CBOL,20260109,24.01,24.01,23.9852,23.9852,900
Vaneck Chinaamc China Bond ETF,CBON,20260109,22.81,22.845,22.79,22.845,1200
Calamos Bitcoin Structured Alt Protection ETF Oc,CBOO,20260109,24.56,24.56,24.51,24.52,4500
Calamos Bitcoin Structured Alt Prot ETF July,CBOY,20260109,24.67,24.67,24.62,24.64,500
Clough Select Equity ETF,CBSE,20260109,41.93,42.42,41.93,42.14,6000
Calamos Bitcoin 80 Series Alt ETF April,CBTA,20260109,28.43,28.77,28.43,28.4766,3500
Calamos Bitcoin 80 Alt Protection ETF January,CBTJ,20260109,22.5,22.74,22.4,22.4509,27400
Calamos Bitcoin 80 Series Structured Alt Protect,CBTL,20260109,21.21,21.43,21.21,21.2518,3300
Calamos Bitcoin 80 Series Structured Alt Protect,CBTO,20260109,21.72,21.8999,21.71,21.7322,2600
Calamos Bitcoin 80 Series Alt Prot ETF July,CBTY,20260109,22.43,22.43,22.2613,22.262,21700
Calamos Bitcoin 90 Series Alt ETF April,CBXA,20260109,27.5075,27.5075,27.5075,27.5075,100
Calamos Bitcoin 90 Alt Protection ETF January,CBXJ,20260109,22.87,23.116,22.84,22.84,30600
Calamos Bitcoin 90 Series Structured Alt Protect,CBXL,20260109,22.52,22.55,22.3971,22.3971,5000
Calamos Bitcoin 90 Series Structured Alt Protect,CBXO,20260109,22.99,23.1054,22.99,23.0251,2400
Calamos Bitcoin 90 Series Alt Prot ETF July,CBXY,20260109,23.365,23.45,23.3439,23.3439,300
Calamos CEF Income & Arbitrage ETF,CCEF,20260109,29.1401,29.24,29.1401,29.2169,9400
Cryo-Cell Intl Inc,CCEL,20260109,3.58,3.63,3.39,3.55,22500
Core Alternative ETF,CCOR,20260109,26.62,26.645,26.58,26.5918,1800
Columbia Corporate Bond ETF,CCRP,20260109,20.018,20.018,20.018,20.018,0
T-Rex 2X Long Crcl Daily Target ETF,CCUP,20260109,4.61,4.86,4.32,4.72,663600
Calvert US Large-Cap Diversity & Inclusion ETF,CDEI,20260109,83.9255,83.9255,83.9255,83.9255,100
Simplify High Yield Plus Credit ETF,CDX,20260109,22.2,22.25,22.2,22.23,57900
Sprott Physical Gold & Silver Trust,CEF,20260109,48.46,49.32,48.3,48.83,1824500
Etracs Monthly Pay 1.5X ETN,CEFD,20260109,19.49,19.57,19.44,19.57,2700
Saba Closed-End Funds ETF,CEFS,20260109,23.1,23.1,22.9,23.01,67500
Rivernorth Active Income ETF,CEFZ,20260109,8.26,8.29,8.25,8.27,8200
Tradr 2X Long Ceg Daily ETF,CEGX,20260109,25.5,26.0107,24.8,25.96,80100
Tradr 2X Long Celh Daily ETF,CELT,20260109,14.86,15.4787,14.86,15.29,15900
JPM EM Corporate Bond ETF,CEMB,20260109,45.97,46,45.95,45.98,45100
BBG Enhanced Roll Yield Commodity Strategy No K-,CERY,20260109,29.62,29.7175,29.54,29.54,378500
Central Securities Corp,CET,20260109,52.37,52.42,51.91,52.3,47700
Eaton Vance California Muni Income Trust,CEV,20260109,10.15,10.21,10.14,10.17,20400
Wisdomtree Emerging Currency Strategy Fund,CEW,20260109,19,19.02,18.98,18.997,2000
Cambria Fixed Income Trend ETF,CFIT,20260109,25.3702,25.4454,25.3702,25.4454,1800
Capital Group Core Balanced ETF,CGBL,20260109,36.01,36.2398,36.01,36.22,1365100
Capital Group Core Bond ETF,CGCB,20260109,26.54,26.58,26.515,26.57,1179900
Capital Group Fixed Income ETF Trust,CGCP,20260109,22.7,22.74,22.675,22.72,1906500
Capital Group Conservative Equity ETF,CGCV,20260109,30.88,31.08,30.8497,31.06,561200
Capital Group Dividend Grower ETF,CGDG,20260109,36.28,36.4899,36.28,36.46,667700
Capital Dividend Value ETF,CGDV,20260109,44.25,44.4999,44.185,44.46,4874600
Capital Group Global Equity ETF,CGGE,20260109,32.42,32.6471,32.39,32.6,1835700
Capital Group U.S. Large Growth ETF,CGGG,20260109,29.12,29.27,29.01,29.22,21500
Capital Global Growth Equity ETF,CGGO,20260109,35.79,36.0998,35.7379,36.05,1076900
Capital Growth ETF,CGGR,20260109,45.29,45.6,45.115,45.52,3073900
Capital Group Municipal High-Income ETF,CGHM,20260109,25.61,25.62,25.57,25.62,357800
Capital Group High Yield Bond ETF,CGHY,20260109,25.44,25.45,25.4399,25.44,3500
Capital Group Intl Bond ETF [Usd-Hedged],CGIB,20260109,25.47,25.47,25.39,25.435,35500
Capital Group Intl Core Equity ETF,CGIC,20260109,33.45,33.68,33.395,33.58,461500
Capital Group International ETF,CGIE,20260109,36.01,36.24,35.99,36.22,430200
Capital Group U.S. Small and Mid Cap ETF,CGMM,20260109,30.34,30.485,30.195,30.44,475300
Capital Group U.S. Multi-Sector ETF,CGMS,20260109,27.7,27.73,27.68,27.72,1081100
Capital Group Municipal Income ETF,CGMU,20260109,27.52,27.55,27.5158,27.54,900400
Capital Group New Geography Equity ETF,CGNG,20260109,33.09,33.24,32.975,33.2,655200
Corevalues Alpha Greater China Growth ETF,CGRO,20260109,27.91,27.91,27.66,27.8341,2200
Capital Group Short-Duration Income ETF,CGSD,20260109,26.04,26.04,26.01,26.02,650500
Capital Group Short Duration Muni Income ETF,CGSM,20260109,26.5,26.5,26.45,26.46,336000
Capital Group Ultra Short Income ETF,CGUI,20260109,25.34,25.34,25.32,25.34,66800
Capital Core Equity ETF,CGUS,20260109,40.81,41.1399,40.76,41.07,987600
Capital Group U.S. Large Value ETF,CGVV,20260109,27.99,28.12,27.85,28.1061,11000
S&P Global Water Index Invesco ETF,CGW,20260109,64.44,64.84,64.44,64.6942,36000
Capital Intl Focus Equity ETF,CGXU,20260109,30.67,30.92,30.65,30.9,671400
Roundhill Generative AI & Technology ETF,CHAT,20260109,60.59,61.265,60.28,61.12,314200
CSI 300 China A Share Bull 2X ETF Direxion,CHAU,20260109,22.22,22.36,22.2,22.34,165600
GX MSCI China Consumer Discretionary ETF,CHIQ,20260109,21.82,21.82,21.6,21.65,158100
Chowchow Cloud International Holdings Limited,CHOW,20260109,0.7105,0.7523,0.7,0.7215,475500
Yieldmax Semiconductor Portfolio Option Income E,CHPY,20260109,58.89,60,58.4,59.74,188200
T-Rex 2X Long Cifr Daily Target ETF,CIFU,20260109,28.25,31.54,25.99,26.81,138400
Credit Suisse Asset Management,CIK,20260109,2.86,2.86,2.84,2.855,219500
General Enterprise Ventures Inc,CITR,20260109,7.66,7.75,7.5,7.735,20400
Compx International Inc,CIX,20260109,22.8915,22.9,22.8915,22.9,1400
Crossmark Large Cap Growth ETF,CLCG,20260109,27.12,27.17,27.1099,27.1099,1800
Crossmark Large Cap Value ETF,CLCV,20260109,27.19,27.21,27.1305,27.1305,4900
Calidi Biotherapeutics Inc,CLDI,20260109,1.15,1.16,1.15,1.15,36400
GX 1-3 Month T-Bill ETF,CLIP,20260109,100.2,100.21,100.2,100.21,174500
Long Online/Short Stores ETF,CLIX,20260109,62.25,62.3281,62.25,62.3281,600
Cornerstone Strategic Investment Fund Inc,CLM,20260109,8.44,8.446,8.4,8.4,1435800
Vaneck Aa-Bb Clo ETF,CLOB,20260109,50.78,50.84,50.74,50.84,2800
Aam Crescent Clo ETF,CLOC,20260109,25.125,25.125,25.125,25.125,0
Vaneck Clo ETF,CLOI,20260109,52.76,52.835,52.76,52.83,539900
Panagram AAA Clo ETF,CLOX,20260109,25.59,25.59,25.529,25.535,73100
Panagram BBb-B Clo ETF,CLOZ,20260109,26.64,26.675,26.59,26.61,412900
Convergence Long/Short Equity ETF,CLSE,20260109,27.74,27.79,27.63,27.74,109700
Tradr 2X Long Clsk Daily ETF,CLSX,20260109,22.46,23.5,20.56,20.88,569600
CMBS Ishares ETF,CMBS,20260109,49.08,49.18,48.99,48.99,51000
Vaneck CMCI Commodity Strategy ETF,CMCI,20260109,24.415,24.415,24.415,24.415,100
Caledonia Mining Corp,CMCL,20260109,28.92,29.9,28.92,29.18,146000
Pimco Commodity Strategy Active ETF,CMDT,20260109,28.21,28.2399,28.04,28.11,31300
Bberg Roll Select cmdty Strategy Ishares ETF,CMDY,20260109,50.02,50.2099,49.78,49.79,21800
California Muni Bond Ishares ETF,CMF,20260109,57.75,57.8,57.705,57.78,326900
Core Molding Technologies Inc,CMT,20260109,19.5,19.552,18.875,19.17,51700
Mohr Company Nav ETF,CNAV,20260109,31.79,31.98,31.76,31.98,1200
Amplify Seymour Cannabis ETF,CNBS,20260109,29.01,29.06,28.11,28.66,21600
Alger Concentrated Equity ETF,CNEQ,20260109,34.91,35.2307,34.8431,35.19,49500
Collective Mng Ltd,CNL,20260109,14.77,14.77,14.32,14.415,21000
SPDR Kensho Clean Power ETF,CNRG,20260109,93.09,93.86,93.02,93.84,6400
Vaneck Chinaamc Sme-Chnext ETF,CNXT,20260109,46.06,46.429,45.97,46.29,28100
China A Ishares MSCI ETF,CNYA,20260109,35.72,35.84,35.67,35.83,26500
Global Coal Index ETF,COAL,20260109,24.95,25.2,24.6662,24.97,114200
