<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Barings Bdc Inc,BBDC,20260109,9.25,9.28,9.16,9.16,329400
Banco Bradesco S.A. ADR,BBDO,20260109,3.01,3.04,3,3.03,103700
Balckrock Build America Trust,BBN,20260109,16.38,16.44,16.3,16.44,130500
Beacon Financial Corporation,BBT,20260109,27.32,27.68,27.1,27.26,471400
Brookfield Business Partners LP,BBU,20260109,34.5,34.87,34.3,34.46,42800
Brookfield Business Corp,BBUC,20260109,34.62,35.12,34.32,34.58,89200
Banco Bilbao Viscaya Argentaria S.A. ADR,BBVA,20260109,23.65,23.78,23.495,23.7,1352600
Build-A-Bear Workshop,BBW,20260109,65.59,67.365,63.84,67.16,321900
Bath & Body Works Inc,BBWI,20260109,23.26,23.43,22.41,23.29,5980700
Best Buy Company,BBY,20260109,72.46,73.415,69.77,70.61,5148100
Brunswick Corp,BC,20260109,86.74,88.45,85.49,87.57,1049800
Brunswick Corp [Bc/Pc],BC-C,20260109,25.15,25.2298,25.1,25.21,2600
Blackrock Capital Allocation Trust,BCAT,20260109,14.43,14.47,14.38,14.45,556200
Boise Cascade L.L.C.,BCC,20260109,79.24,83.37,78.48,83.05,587400
BCE Inc,BCE,20260109,23.65,23.825,23.58,23.74,2267300
,BCGD,20260109,26.2,26.3,26.13,26.24,14500
Banco DE Chile ADR,BCH,20260109,40.46,40.6773,40.25,40.4,142400
,BCO,20260109,123.54,127.19,122.7475,126.93,276900
,BCpC,20260109,25.15,25.2298,25.1,25.21,2140
Barclays Plc ADR,BCS,20260109,25.96,26.085,25.83,25.96,3828400
Bain Capital Gss Investment Corp Unit [Bcss.U],BCS.U,20260109,10.23,10.24,10.215,10.24,4200
Bain Capital Gss Investment Corp WT [Bcss.Ws],BCS.W,20260109,0.71,0.72,0.7,0.72,11700
Bain Capital Specialty Finance Inc,BCSF,20260109,14.01,14.08,13.965,13.99,309100
BTG COSMETICS INC,BCSM.OB,20260109,25.15,25.25,25.1331,25.25,1200
Bain Capital Gss Investment Corp Cl A,BCSS,20260109,10.16,10.17,10.15,10.15,116700
,BCSS.U,20260109,10.23,10.24,10.215,10.24,4041
Blackrock Resources,BCX,20260109,11.41,11.5,11.39,11.39,192000
Belden Inc,BDC,20260109,115.34,116.055,113.825,114.06,236700
Blackrock Enhanced Dividend Achievers,BDJ,20260109,9.53,9.62,9.5,9.59,433000
Brandywine Realty Trust,BDN,20260109,2.92,3.04,2.92,3.02,4451100
Becton Dickinson and Company,BDX,20260109,205.97,206.3709,201.4,202.75,1321200
Bloom Energy Corp Cl A,BE,20260109,122.11,136.8,121.4621,134.07,15572900
,BEB.U,20260109,9.94,9.95,9.94,9.94,300400
Ke Holdings Inc ADR,BEKE,20260109,17.28,17.28,16.885,17.04,3333700
Franklin Resources,BEN,20260109,25.44,25.85,25.42,25.66,5149200
Brookfield Renewable,BEP,20260109,27.34,27.43,26.71,26.93,489600
Brookfield Renewable Partners LP 5.25% Prf Perpe,BEP-A,20260109,18.18,18.46,18.18,18.21,34700
Brookfield Renewable Corp,BEPC,20260109,38.27,38.56,37.84,38.01,646000
Brookfield Brp Holdings [Canada],BEPH,20260109,15.34,15.42,15.31,15.42,57500
Brookfield Brp Holdings [Canada] Inc 4.875%,BEPI,20260109,16.22,16.22,16.13,16.2,11900
Brookfield Brp Holdings [Canada] 7.250%,BEPJ,20260109,25.29,25.29,25.0138,25.21,6800
,BEPpA,20260109,18.18,18.46,18.18,18.21,34282
Beta Technologies Inc Cl A,BETA,20260109,28.72,28.79,26.72,28.62,824100
Brown Forman Inc Cl A,BF.A,20260109,26.03,26.16,25.85,26.13,216400
Brown Forman Inc Cl B,BF.B,20260109,25.8,25.99,25.575,25.96,3768200
Bright Horizons Family Solutions Inc,BFAM,20260109,101.65,103.77,100.33,102.46,512200
Bread Financial Hldgs Inc,BFH,20260109,81.29,82.03,80,80.36,685100
Bread Financial Holdings Inc,BFH-A,20260109,24.59,24.59,24.565,24.59,26900
Blackrock Muni Income Trust,BFK,20260109,10.05,10.085,10.05,10.06,81100
Butterfly Network Inc WT [Bfly/W],BFL.W,20260109,0.01,0.0171,0.01,0.01,80400
Butterfly Network Inc,BFLY,20260109,4.14,4.2,3.99,4.04,4627000
,BFLY.WS,20260109,0.014,0.0171,0.01,0.01,80466
Saul Centers,BFS,20260109,32.34,32.52,32.185,32.29,43200
Saul Ctrs Inc [Bfs/Pd],BFS-D,20260109,20.79,21.05,20.79,20.93,4100
Saul Centers Inc Prf Perpetual USD Ser E Rep 1/1,BFS-E,20260109,22.78,22.81,22.44,22.44,3800
,BFSpD,20260109,20.79,21.05,20.79,21.05,3427
,BFSpE,20260109,22.78,22.81,22.44,22.44,3157
Blackrock California Muni Trust,BFZ,20260109,10.91,10.93,10.88,10.93,89500
Bunge Ltd,BG,20260109,98.91,100.12,97.9,99.99,1630600
Blackstone Strategic Credit 2027 Term Fund,BGB,20260109,11.9,11.93,11.88,11.92,71800
Babson Capital Global Short Du,BGH,20260109,15.04,15.1654,15.04,15.14,87300
Blackrock Energy and Resources Trust,BGR,20260109,13.7,13.82,13.65,13.76,92000
B&G Foods Holdings,BGS,20260109,4.14,4.2,4.09,4.17,1609700
Bgsf Inc,BGSF,20260109,5.09,5.275,5.05,5.12,51900
Boyd Group Svcs Inc,BGSI.OB,20260109,158.04,158.81,156.87,156.92,12900
Blackrock Global,BGT,20260109,11.56,11.56,11.4739,11.54,88900
Blackstone Long-Short Credit Income Fund,BGX,20260109,11.67,11.7208,11.63,11.67,83400
Blackrock International,BGY,20260109,5.88,5.91,5.88,5.91,293700
Biglari Holdings Inc,BH,20260109,407.38,424.48,398.705,420.55,74000
Biglari Holdings Inc Cl A,BH.A,20260109,2143,2161.045,2056,2150,12400
Bausch Health Companies Inc,BHC,20260109,7.77,7.89,7.41,7.41,1682700
Benchmark Electronics,BHE,20260109,44.49,45.4,44.375,45.05,161300
Blackrock Core Trust,BHK,20260109,9.65,9.65,9.61,9.65,238800
Bhp Billiton Ltd ADR,BHP,20260109,62.1,62.17,61.385,61.72,6063500
Braemar Hotels & Resorts Inc,BHR,20260109,3.05,3.161,2.97,3.01,399300
Braemar Hotels & Resorts Inc [Bhr/Pb],BHR-B,20260109,13.95,14.0796,13.9,13.95,137200
Braemar Hotels & Resorts Inc [Bhr/Pd],BHR-D,20260109,18.21,18.5,18.21,18.4275,3900
,BHRpB,20260109,13.95,14.0796,13.9,13.95,135717
,BHRpD,20260109,18.21,18.5,18.21,18.4275,3533
Blackrock Virginia Muni Trust,BHV,20260109,10.58,10.58,10.54,10.5469,2400
Biohaven Ltd,BHVN,20260109,11.71,12.0399,11.0213,11.11,2841400
,BII.U,20260109,10,10.015,9.99,10,503400
Bill Holdings Inc,BILL,20260109,54.79,55.24,53.81,54.48,1614700
Bio-Rad Laboratories,BIO,20260109,321.36,326.4299,318.18,323.82,191000
Brookfield Infrastructure Partners LP,BIP,20260109,33.82,33.95,33.41,33.64,413600
Brookfield Infrastructure Partners L.P.,BIP-A,20260109,17.08,17.1899,16.93,16.94,7900
Brookfield Infrastructure Partners L.P.,BIP-B,20260109,16.91,16.91,16.75,16.8,3000
Brookfield Infrastructure Partners LP Cl A,BIPC,20260109,44.14,44.5261,43.175,43.26,476900
Brookfield Infrastructure Corp 5.000%,BIPH,20260109,16.55,16.64,16.55,16.6,9600
Bip Bermuda Holdings I 5.125% Perpetual,BIPI,20260109,16.85,16.85,16.68,16.82,13400
Brookfield Infrastructure Corp 7.250%,BIPJ,20260109,24.77,24.85,24.59,24.59,20700
,BIPpA,20260109,17.08,17.1899,16.93,16.94,6805
,BIPpB,20260109,16.91,16.91,16.75,16.785,2169
Birkenstock Holding Plc,BIRK,20260109,43.74,44.42,42.44,43.46,2747300
Blackrock Multi-Sector Income T,BIT,20260109,13.21,13.24,13.18,13.21,410200
Bj's Wholesale Club Holdings Inc,BJ,20260109,90.21,90.9,88.94,89.94,1982200
Bank of New York Mellon Corp,BK,20260109,119.73,120.775,119.02,119.04,3002600
Bank of New York Mellon Corp,BK-K,20260109,25.64,25.67,25.58,25.62,29500
Brookdale Senior Living Inc,BKD,20260109,11.03,11.26,10.98,11.01,2230400
Buckle Inc,BKE,20260109,55.62,56.12,54.55,55.54,658700
Black Hills Corp,BKH,20260109,71.41,72.01,69.93,70.72,994500
Bakkt Hldgs Inc WT,BKK.W,20260109,0.1595,0.1719,0.1558,0.1719,21900
Bakkt Hldgs Inc,BKKT,20260109,16.87,17.1516,15.81,16.28,1095000
,BKKT.WS,20260109,0.1595,0.1719,0.1558,0.1719,21826
Blackrock Investment Quality Municipal,BKN,20260109,11.34,11.345,11.304,11.34,25400
,BKpK,20260109,25.64,25.67,25.58,25.62,24103
Blacksky Technology Inc WT [Bksy.W]],BKS.W,20260109,0.101,0.13,0.101,0.1099,81800
Blacksky Technology Inc,BKSY,20260109,25.27,26.39,24.25,25.52,1115900
,BKSY.WS,20260109,0.101,0.13,0.101,0.1099,81528
Blackrock Income Trust Inc,BKT,20260109,11.08,11.14,11.0462,11.14,568200
BankUnited Inc,BKU,20260109,45.39,45.87,45,45.39,797500
Bkv Corp,BKV,20260109,25.72,25.985,25.15,25.8,856200
Bausch & Lomb Corp,BLCO,20260109,17.31,17.43,17.08,17.21,291700
Topbuild Corp,BLD,20260109,448.99,466.92,447.2875,465.73,954500
Builders Firstsource,BLDR,20260109,113.75,125.46,113.75,124.66,4627300
Blackrock Muni Income Trust II,BLE,20260109,10.48,10.51,10.46,10.5,48600
Blackrock Inc,BLK,20260109,1090.23,1092.77,1080,1085.1,613800
Blend Labs Inc Cl A,BLND,20260109,3.3,3.435,3.28,3.29,2902300
Bullish Ord Shs,BLSH,20260109,39.84,39.89,38.07,38.4,1347900
Blackrock Ltd Duration Income Trust,BLW,20260109,13.71,13.73,13.69,13.7,100300
Banco Latinoamericano DE Comercio,BLX,20260109,44.06,44.19,43.4,43.45,128900
Banco Macro S.A. ADR,BMA,20260109,94.86,96.4999,94.08,95.45,306400
Blackrock Health Sciences Trust,BME,20260109,41.76,42.04,41.76,41.94,29700
Blackrock Health Sciences Trust II,BMEZ,20260109,15.39,15.5377,15.38,15.47,189900
Badger Meter,BMI,20260109,174.65,176.015,170.5,174.61,214000
Bank of America Corp [Bml/Pg],BML-G,20260109,19.3,19.3,18.97,19.05,9800
Bank of America Corp [Bml/Ph],BML-H,20260109,19.03,19.1,18.9607,19.02,24100
Bank of America Corp [Bml/Pj],BML-J,20260109,20.22,20.37,20.1701,20.32,10900
Bank of America Corp [Bml/Pl],BML-L,20260109,19.68,19.8399,19.66,19.74,12600
,BMLpG,20260109,19.3,19.3,18.97,19.01,9244
,BMLpH,20260109,19.03,19.1,18.9607,19.02,22685
,BMLpJ,20260109,20.22,20.37,20.1701,20.32,10198
,BMLpL,20260109,19.68,19.8399,19.66,19.74,11494
Blackrock 2037 Municipal Target Term,BMN,20260109,26.38,26.47,25.48,26,17200
Bank of Montreal,BMO,20260109,133.51,133.8975,132.21,132.58,611200
Bristol-Myers Squibb Company,BMY,20260109,55.72,56.33,55.615,55.86,9478800
Brookfield Corp,BN,20260109,47.46,48.07,47.11,47.66,5871600
Barnes & Noble Education Inc C,BNED,20260109,8.34,8.47,8.12,8.32,254600
Brookfield Finance Inc 4.625% Subordinated Notes,BNH,20260109,16.08,16.1975,16.04,16.0688,8800
Brookfield Finance Inc 4.50%,BNJ,20260109,15.21,15.42,15.21,15.29,17900
Broadstone Net Lease Inc Cl A,BNL,20260109,18.17,18.32,18.03,18.05,1327800
Bank of Nova Scotia,BNS,20260109,72.75,72.98,72.215,72.29,1018400
Brookfield Wealth Solutions Ltd,BNT,20260109,47.91,48.665,47.8701,48.39,7800
Blackrock New York Muni Trust Inc,BNY,20260109,10.35,10.3699,10.25,10.31,43500
Boston Omaha Corp Cl A,BOC,20260109,12.44,12.5,12.27,12.47,100100
Blackrock Global,BOE,20260109,11.75,11.84,11.745,11.84,218100
Bank of Hawaii Corp,BOH,20260109,71.25,72,70.445,71.08,297100
Bank of Hawaii,BOH-A,20260109,16.62,16.8199,16.59,16.64,7700
Bank of Hawaii Corp,BOH-B,20260109,26.6,26.7299,26.58,26.62,16900
,BOHpA,20260109,16.62,16.8199,16.59,16.59,6482
,BOHpB,20260109,26.6,26.7299,26.58,26.68,13588
Pimco Active Bond TR ETF,BOND,20260109,93.38,93.64,93.31,93.563,589700
Boot Barn Holdings Inc,BOOT,20260109,192.53,196.11,189,195.67,696600
Borr Drilling Ltd,BORR,20260109,4.27,4.44,4.2346,4.26,5092000
Bowhead Specialty Holdings Inc,BOW,20260109,25.68,25.735,24.85,24.95,154900
Box Inc,BOX,20260109,29.5,29.86,29.42,29.71,2012800
BP Plc ADR,BP,20260109,34.21,34.38,34.125,34.29,7758000
,BPRE,20260109,15.36,15.8,15.15,15.76,1257600
Broadridge Financial Solutions Llc,BR,20260109,222.79,224.34,221.96,223.36,720100
Bellring Brands Inc Cl A,BRBR,20260109,24.86,25.26,24.43,24.82,3210000
Brady Corp,BRC,20260109,82.08,83,81.37,82.21,101000
Brc Inc Cl A,BRCC,20260109,1.02,1.025,0.9625,1.01,1091500
MFS Blended Research Core Equity ETF,BRCE,20260109,26.48,26.6025,26.38,26.56,1500
MFS Blended Research International Equity ETF,BRIE,20260109,27.18,27.31,27.11,27.3,129400
Berkshire Hathaway Cl A,BRK.A,20260109,747000,750000,744630.9,748060,200
Berkshire Hathaway Cl B,BRK.B,20260109,498.94,500.28,496.41,499.1,3432100
Brown & Brown,BRO,20260109,80.67,80.9,79.65,80.64,2231900
Dutch Bros Inc Cl A,BROS,20260109,62.91,63.645,61.61,62.37,2129400
Brightstar Lottery Plc,BRSL,20260109,15.34,15.43,14.75,15.13,1875400
Brightspire Capital Inc,BRSP,20260109,5.91,5.98,5.85,5.87,492000
BRT Realty Trust,BRT,20260109,14.65,14.88,14.61,14.74,25200
Saba Capital Income & Opportunities Fund,BRW,20260109,7.07,7.07,6.96,6.96,225800
Brixmor Property Group Inc,BRX,20260109,26.11,26.34,25.66,25.68,2679800
Banco Santander Chile ADR,BSAC,20260109,32.21,32.86,32.21,32.63,183300
Banco Santander Brasil S.A. ADR,BSBR,20260109,6.29,6.38,6.28,6.38,661600
Blackstone Senior Floating Rate 2027 Term Fund,BSL,20260109,13.62,13.6649,13.59,13.64,59600
Black Stone Minerals LP,BSM,20260109,13.73,13.83,13.695,13.74,190500
Blackrock Science and Technolo,BST,20260109,40.52,41.1,40.52,41.05,77600
Blackrock Science and Technology Trust II,BSTZ,20260109,22.55,23.09,22.46,22.79,270500
Boston Scientific Corp,BSX,20260109,98.95,99.09,97.235,97.64,9795700
Blackrock Long-Term Muni Advantage Trust,BTA,20260109,9.54,9.54,9.5,9.54,23300
Baytex Energy Corp,BTE,20260109,3.35,3.42,3.31,3.31,13800900
British American Tobacco Industries ADR,BTI,20260109,53.7,55.235,53.66,55.19,3699400
John Hancock Bank and Thrift Fund,BTO,20260109,36.62,36.6499,35.865,36.11,38000
Blackrock Municipal Target Term,BTT,20260109,22.66,22.67,22.535,22.6,131100
Peabody Energy Corp,BTU,20260109,33.28,35.18,32.85,33.8,4102800
Blackrock Technology and Private Equity Term Tru,BTX,20260109,6.76,6.81,6.71,6.8,763100
Blackrock Preferred,BTZ,20260109,10.74,10.79,10.74,10.78,238300
Anheuser-Busch Inbev S.A. ADR,BUD,20260109,65.65,65.95,65.47,65.88,1179800
Blackrock Utility and Infrastr,BUI,20260109,25.78,26.0709,25.78,25.9,72800
Burford Capital Ltd,BUR,20260109,9.3,9.47,9.26,9.44,1648700
Burlington Stores Inc,BURL,20260109,308.18,308.18,295.54,305.35,1014000
Strive Enhanced Income Short Maturity ETF,BUXX,20260109,20.29,20.29,20.26,20.275,257300
Brightview Holdings Inc,BV,20260109,13.05,13.21,12.97,13.15,458300
Compania Mina Buenaventura S.A. ADR,BVN,20260109,31.5,32.22,31.165,32.2,787300
Babcock & Wilcox Enterprises,BW,20260109,7.65,8.005,7.13,7.95,5027900
Babcock & Wilcox Enterprises Inc,BW-A,20260109,20.4,20.56,20.26,20.37,33000
Borgwarner Inc,BWA,20260109,47.82,47.96,46.955,47.67,1889800
Legg Mason Bw Global Income,BWG,20260109,8.59,8.59,8.49,8.57,95300
Bw Lpg Ltd,BWLP,20260109,13.53,13.53,13.27,13.42,347000
Betterware DE Mexico Sapi DE Cv,BWMX,20260109,16.25,16.25,16.02,16.15,39000
Babcock & Wilcox Enterprises Inc 6.50%,BWNB,20260109,24.65,24.67,24.595,24.64,6300
,BWpA,20260109,20.6,20.6,20.26,20.34,30845
Bwx Technologies Inc,BWXT,20260109,196.37,203,195.956,201.46,1015600
Blackstone Inc,BX,20260109,155.85,158.29,154,157.62,2846400
Bluelinx Holdings Inc,BXC,20260109,68,72.6,67.62,72.02,150700
Blackstone Mortgage Trust Inc Cl A,BXMT,20260109,19.5,19.73,19.4,19.45,1088100
Nuveen Equity Premium,BXMX,20260109,14.69,14.82,14.67,14.8,152900
Bxp Inc,BXP,20260109,67.14,68.09,66.71,67.98,1126500
Blackstone Secured Lending Fund,BXSL,20260109,26.48,26.5804,26.1,26.28,1294000
Byline Bancorp Inc,BY,20260109,30.37,30.47,29.74,29.78,137600
Boyd Gaming Corp,BYD,20260109,88.6,89,87.17,87.92,580800
Blackrock Muni Income Quality Trust,BYM,20260109,10.98,11.03,10.9301,11,69900
Beazer Homes USA,BZH,20260109,21.9,23.28,21.9,23.19,719700
Citigroup Inc,C,20260109,120.94,121.74,120.15,121.32,7565700
Citigroup Cap XiII [C/Pn],C-N,20260109,30.48,30.6,30.42,30.51,32000
Corporacion America Airports Sa,CAAP,20260109,27.22,27.5,26.53,27,159900
Cable One Inc,CABO,20260109,98.88,98.88,94.4,98.26,153100
Caci International,CACI,20260109,585.36,607.12,581.85,598.94,496800
Cadence Bank [Cade/A],CAD-A,20260109,21.69,21.75,21.567,21.75,4000
Cadence Bank,CADE,20260109,45.74,45.9,45.02,45.17,3768300
,CADEpA,20260109,21.69,21.69,21.567,21.6,3069
Cae Inc,CAE,20260109,32.74,33.21,32.59,33.03,486500
MS China A Share Fund,CAF,20260109,18.31,18.3516,18.21,18.215,28200
Conagra Brands Inc,CAG,20260109,16.72,17.01,16.51,16.94,11088000
Cardinal Health,CAH,20260109,203.79,204.34,200.55,201.11,1285000
Caleres Inc,CAL,20260109,14.09,14.48,13.2928,13.88,673500
Calix Inc,CALX,20260109,51.48,52.09,50.6,51.74,846100
Cango Inc ADR,CANG,20260109,1.53,1.56,1.43,1.48,907500
Crossamerica Partners LP,CAPL,20260109,21.08,21.09,20.901,21.03,12800
Carrier Global Corp,CARR,20260109,54.55,56.38,54.175,56.25,8947600
Cars.com Inc,CARS,20260109,12.54,12.74,12.21,12.57,409400
Caterpillar Inc,CAT,20260109,609.97,619.15,608.2,617.62,1822000
Cato Corp,CATO,20260109,3.19,3.67,3.16,3.53,75300
Cava Group Inc,CAVA,20260109,70.98,72.11,69.75,70.86,3308900
Chubb Ltd,CB,20260109,311.85,313,306.66,306.81,1280000
Colony Bankcorp Inc,CBAN,20260109,18.28,18.37,17.86,18.15,63700
Cbl & Associates Properties Inc,CBL,20260109,38.07,38.37,37.62,37.83,103100
Chain Bridge Bancorp Inc Cl A,CBNA,20260109,31.81,33.568,31.81,33.16,3000
CBRE Group Inc,CBRE,20260109,166.99,168.32,165.355,165.46,1174000
Cabot Corp,CBT,20260109,72.05,73.18,71.1,72.83,310900
Community Financial System Inc,CBU,20260109,61.56,61.78,60.98,61.28,189400
Cbiz Inc,CBZ,20260109,54.38,55.08,53.68,54.75,279600
Chemours Company,CC,20260109,13.94,14.38,13.49,14.3,3370200
Crown Castle Inc,CCI,20260109,84.24,84.46,83.21,83.67,2036600
Carlyle Credit Income Fund,CCID,20260109,25.33,25.33,25.33,25.33,600
Carlyle Credit Income Fund,CCIF,20260109,4.68,4.7299,4.68,4.7,82500
Cameco Corp,CCJ,20260109,109.58,114.45,106.12,107.56,6850000
Crown Cork & Seal Company,CCK,20260109,103.43,104.53,103.2,104.53,733300
Carnival Corp,CCL,20260109,31.77,32.175,31.35,32.13,14978500
Concord Medical Services ADR,CCM,20260109,4.72,4.91,4.33,4.68,13200
Clear Channel Outdoor Holdings,CCO,20260109,2.09,2.1034,2.06,2.06,760100
Century Communities Inc,CCS,20260109,63,68.74,63,68.33,706700
Compania Cervecerias Unidas S.A. ADR,CCU,20260109,13.8,14.09,13.8,14.01,238800
Coeur Mining Inc,CDE,20260109,19.95,20.525,19.68,20.4,25725100
Cadeler As ADR,CDLR,20260109,20.19,20.51,20,20.5,171100
Copt Defense Properties,CDP,20260109,29.47,29.86,29.3701,29.56,1103900
Cedar Realty Trust Inc [Cdr/Pb],CDR-B,20260109,18.52,18.52,18.01,18.02,3900
Cedar Realty Trust Inc [Cdr/Pc],CDR-C,20260109,17.41,17.41,17.01,17.1722,1900
Cadre Holdings Inc,CDRE,20260109,42.65,43.11,41.96,42.3,252200
,CDRpB,20260109,18.52,18.52,18.01,18.02,3700
,CDRpC,20260109,17.41,17.41,17.01,17.1722,1800
Celanese Corp,CE,20260109,44.04,46,43.44,45.57,2999600
Central Europe and Russia Fund,CEE,20260109,17.62,17.9699,17.45,17.87,26500
Bristol Myers Squibb [Celg/R],CEL-,20260109,0.14,0.2749,0.101,0.15,278500
,CELGr,20260109,0.1399,0.2749,0.101,0.15,277837
Central Puerto S.A. ADR,CEPU,20260109,16.52,16.95,16.175,16.95,336500
Cf Industries Holdings,CF,20260109,82,84.17,82,82.6,2848300
Citizens Financial Group Inc/Ri,CFG,20260109,61.35,61.77,60.495,60.53,3718800
Citizens Financial Group Inc Prf Perpetual USD 2,CFG-E,20260109,19.42,19.51,19.31,19.49,84600
Citizens Financial Group Inc Pfd H,CFG-H,20260109,26.51,26.56,26.3801,26.52,29100
Citizens Financial Group Inc,CFG-I,20260109,25.38,25.38,25.27,25.34,19500
,CFGpE,20260109,19.42,19.51,19.31,19.49,78806
,CFGpH,20260109,26.51,26.56,26.3801,26.52,20799
,CFGpI,20260109,25.38,25.38,25.27,25.34,15877
C1 Fund Inc,CFND,20260109,4.78,4.87,4.78,4.83,6100
Cullen/Frost Bankers,CFR,20260109,137.45,138.145,135.715,135.78,513500
Cullen/Frost Bankers Inc,CFR-B,20260109,17.51,17.6033,17.5,17.525,8800
,CFRpB,20260109,17.51,17.6033,17.5,17.525,7383
Centerra Gold Inc,CGAU,20260109,15.52,15.69,15.235,15.36,1920300
Affinity Conductor Global Equity Value ETF,CGV,20260109,15.25,15.27,15.21,15.2235,3300
Community Healthcare Trust Inc,CHCT,20260109,16.85,16.99,16.72,16.9,158800
Church & Dwight Company,CHD,20260109,85.73,85.99,84.805,85.78,1538500
Chemed Inc,CHE,20260109,448.1,451.19,444.06,444.4,130800
Chegg Inc,CHGG,20260109,0.9719,0.989,0.925,0.9471,1004200
Choice Hotels International,CHH,20260109,107.61,108.74,105.985,108.18,782400
Cherry Hill Mtg Invt Corp [Chmi/Pa],CHM-A,20260109,20.67,20.89,20.6301,20.86,9500
Cherry Hill Mtg Invt Corp [Chmi/Pb],CHM-B,20260109,23.78,23.78,23.6,23.78,2200
Cherry Hill Mortgage Investmen,CHMI,20260109,2.57,2.65,2.57,2.65,262400
,CHMIpA,20260109,20.6748,20.89,20.6301,20.86,8513
,CHMIpB,20260109,23.78,23.78,23.6,23.65,1948
Chargepoint Hldgs Inc,CHPT,20260109,7.14,7.1743,6.76,6.9,531900
Chunghwa Telecom Ltd ADR,CHT,20260109,42.33,42.54,41.84,41.91,179100
Chewy Inc,CHWY,20260109,31.46,32.575,30.82,32.17,7846200
The Cigna Group,CI,20260109,286.53,286.88,278.2,278.95,1696400
Citizens Inc,CIA,20260109,4.77,4.95,4.71,4.77,62900
Bancolombia S.A. ADR,CIB,20260109,70.2,70.84,69.18,70.74,410700
Cion Investment Corporation 7.50%,CICB,20260109,25.21,25.41,25.21,25.38,10800
Ciena Corp,CIEN,20260109,219.28,230.8596,216.07,230.56,2772400
Colonial Intermediate High,CIF,20260109,1.72,1.73,1.71,1.72,51100
Comp En DE MN Cemig ADR,CIG,20260109,2.03,2.04,2.0004,2.03,3878800
Comp En DE MN Cemig Cl C ADR,CIG.C,20260109,2.63,2.63,2.6283,2.63,2300
Blackrock Enhanced Large Cap Core Fund Inc,CII,20260109,23.43,23.52,23.35,23.52,79000
Chimera Investment Corp,CIM,20260109,12.85,13.135,12.85,13.05,1226300
Chimera Invt Corp [Cim/Pa],CIM-A,20260109,21.77,21.8299,21.7101,21.82,4900
Chimera Invt Corp [Cim/Pb],CIM-B,20260109,23.39,23.4,23.2501,23.34,28400
Chimera Invt Corp [Cim/Pc],CIM-C,20260109,21.64,21.86,21.64,21.86,10900
Chimera Invt Corp [Cim/Pd],CIM-D,20260109,22.98,22.98,22.83,22.92,12400
Chimera Investment Corporation 9.000%,CIMN,20260109,25.39,25.41,25.35,25.35,5100
Chimera Investment Corporation 9.250%,CIMO,20260109,25.55,25.6175,25.5,25.52,6300
Chimera Investment Corporation 8.875%,CIMP,20260109,25.06,25.068,25.03,25.05,33800
,CIMpA,20260109,21.77,21.8299,21.7101,21.82,3792
,CIMpB,20260109,23.39,23.4,23.2501,23.28,26169
,CIMpC,20260109,21.64,21.86,21.64,21.86,9348
,CIMpD,20260109,22.98,22.98,22.83,22.865,11148
CI&T Inc Cl A,CINT,20260109,4.7,4.92,4.63,4.82,164700
Cion Investment Corp,CION,20260109,9.7,9.7399,9.6102,9.62,362600
Civitas Resources Inc,CIVI,20260109,26.71,26.71,25.4,25.78,1781500
